JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457091.3160,0.405,0.026,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.47,Z,1.64,1.664,,ALF ORI,AAVSO,STD,,,,
2457091.3181,0.463,0.018,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.48,Z,1.64,1.637,,ALF ORI,AAVSO,STD,,,,
2457091.8150,-3.153,0.005,,J,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457091.8150,-4.111,0.016,,H,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457092.27361,0.25,,,Vis.,SGQ,,bet Ori mv=0.13,alf CMi mv=0.37,Tirion2000.0/SIMBAD,"""Roma, Casetta Mattei. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457092.3,0.6,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457092.3,0.6,,,Vis.,BNW,,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457092.47708,0.60,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457092.57639,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457093.28542,0.40,,,Vis.,SGQ,,alf CMi mv=0.37,beta Ori mv=0.13,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457093.29861,0.6,,,Vis.,VUG,BU,02,11,1968/03,,,,Z,,,,ALF ORI,KNVWS,STD,,,,
2457093.3,0.6,,,Vis.,WPT,K,0.4,1.6,Astron Almanac,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457093.3,0.45,,,Vis.,BNBA,,015,085,STELLARIUM,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457093.34028,0.3,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2457093.48681,0.55,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457093.55000,0.5,,,Vis.,MCOA,,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457093.6,0.8,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457093.62014,0.5,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457093.65903,0.4,,,Vis.,BEB,,04,,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457093.67986,0.6,,,Vis.,MDP,,04,09,10 star,,,,Z,,,,ALF ORI,RASC,STD,,,,
2457094.42014,0.9,,,Vis.,DMMA,,21,01,10-star tutorial,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457095.47986,0.60,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457095.8180,-3.165,0.010,,J,KCD,,BETA ORI,,13650PT,WIND BUFFETING SCOPE,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457095.8180,-4.109,0.027,,H,KCD,,BETA ORI,,13650PT,WIND BUFFETING SCOPE,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457096.27083,0.40,,,Vis.,SGQ,,alf CMi mv=0.37,beta Ori mv=0.13,Tirion2000.0/SIMBAD,"""Cremona, Piazza del Comune. Naked eye with airmass corrections.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457096.32361,0.3,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2457096.68194,0.6,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457097.00833,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457097.3285,0.6,,,Vis.,KBA,K,04,08,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457097.5,0.8,,,Vis.,MOW,,05,12,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457097.68750,0.7,,,Vis.,MCPA,,09,01,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457097.93264,1.0,,,Vis.,BMRB,BK,bet ori,Alpha Tau,DSO Planner,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457098.15972,0.1,,,Vis.,SSAB,,0.1,2.1,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457098.34,0.5,,,Vis.,KTZ,,04,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457098.584,0.450,0.01,,V,UIS01,,SAO 112958,SAO 113186,AAVSO PEP,"""JCM, SCHLAF""",0,1.295,Z,4.082,5.958,,alf Ori,,STD,,,,
2457098.594,2.170,0.01,,B,UIS01,,SAO 112958,SAO 113186,AAVSO PEP,"""JCM, SCHLAF""",0,1.335,Z,5.039,7.276,,alf Ori,,STD,,,,
2457098.628,0.6,,,Vis.,MJCA,,0.1,0.9,TEN_STAR_TUTORIAL,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457099.2590,0.461,0.018,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.37,Z,1.64,1.744,,ALF ORI,AAVSO,STD,,,,
2457099.2695,0.8,,,Vis.,DNO,,00,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457099.2931,0.495,0.019,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.47,Z,1.64,1.777,,ALF ORI,AAVSO,STD,,,,
2457099.2972,0.474,0.014,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.49,Z,1.64,1.747,,ALF ORI,AAVSO,STD,,,,
2457099.3,0.6,,,Vis.,SJQ,,04,10,999999,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457099.35,0.4,,,Vis.,KTZ,,04,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457099.40417,0.4,,,Vis.,DMMA,,21,01,10-star tutorial,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457100.3,0.7,,,Vis.,BNW,,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457100.4,0.7,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457101.2653,0.444,0.008,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.39,Z,1.64,1.795,,ALF ORI,AAVSO,STD,,,,
2457101.2736,0.429,0.025,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.42,Z,1.64,1.802,,ALF ORI,AAVSO,STD,,,,
2457101.27361,0.38,,,Vis.,SGQ,,alf CMi mv=0.37,beta Ori mv=0.13,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass corrections.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457101.3,0.7,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457101.49097,0.65,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457101.8170,-3.154,0.007,,J,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457101.8170,-4.085,0.013,,H,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457102.3160,0.356,0.027,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.64,Z,1.64,1.760,,ALF ORI,AAVSO,STD,,,,
2457102.3174,0.402,0.020,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.65,Z,1.64,1.789,,ALF ORI,AAVSO,STD,,,,
2457102.53125,0.4,,,Vis.,BEB,BU,0.4,,10 STAR,"""Twilight, light cirrus clouds """,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457103.27,0.4,,,Vis.,KTZ,,04,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457103.45833,1.0,,,Vis.,DMMA,,21,01,10-star tutorial,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457103.585,0.2,,,Vis.,BGZ,,04,01,14473OH,,,,Z,,,,alf Ori,,STD,,,,
2457104.4,0.4,,,Vis.,BNBA,,015,085,STELLARIUM,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457104.59236,0.4,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457104.63542,0.7,,,Vis.,ATDA,B,05,11,D Levy p.61-Observin,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457104.7,0.5,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457105.2889,0.380,0.039,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.53,Z,1.64,1.816,,ALF ORI,AAVSO,STD,,,,
2457105.2972,0.364,0.035,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.57,Z,1.64,1.837,,ALF ORI,AAVSO,STD,,,,
2457105.3194,0.8,,,Vis.,DNO,,00,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457105.3368,0.5,,,Vis.,KBA,K,04,08,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457105.346,0.93,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457105.50208,0.60,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457106.2639,0.344,0.010,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.43,Z,1.64,1.781,,ALF ORI,AAVSO,STD,,,,
2457106.2778,0.339,0.021,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.49,Z,1.64,1.798,,ALF ORI,AAVSO,STD,,,,
2457106.5,0.8,,,Vis.,MOW,,05,12,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457107.41667,0.7,,,Vis.,PMB,,0.1,0.9,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457107.48056,0.60,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457108.41667,0.7,,,Vis.,PMB,,0.1,0.9,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457108.544,0.3,,,Vis.,MJCA,,0.1,0.9,TEN_STAR_TUTORIAL,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457108.8130,-3.158,0.005,,J,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457108.8130,-4.073,0.010,,H,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457109.4,0.4,,,Vis.,SPAO,B,05,,680301,Moon,,,Z,,,,ALF ORI,UAI,STD,,,,
2457109.41667,0.7,,,Vis.,PMB,,0.`,0.9,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457109.57708,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457109.60347,0.5,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457109.63958,0.4,,,Vis.,BEB,B,04,,10 STAR,Nearby moon ,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457110.27361,0.3,,,Vis.,SGQ,,Alf CMi mV=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457110.41667,0.6,,,Vis.,PMB,,0.1,0.9,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457110.61806,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457111.49722,0.55,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457111.56319,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457111.60417,0.7,,,Vis.,ATDA,B,05,11,D Levy p.61-Observin,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457112.27361,0.35,,,Vis.,SGQ,,Alf CMi mV= 0.37,,Tirion2000.0/SIMBAD,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457112.63611,0.7,,,Vis.,GGC,,0.4,1.2,personal,Procyon and Pollux,,,Z,,,,ALF ORI,,STD,,,,
2457113.3,0.4,,,Vis.,SPAO,W,05,,680301,Wind,,,Z,,,,ALF ORI,UAI,STD,,,,
2457113.557,0.435,0.01,,B,UIS01,,SAO 112958,SAO 113186,AAVSO PEP,"""JCM, SCHLAF""",0,1.355,Z,5.039,7.290,,alf Ori,,STD,,,,
2457113.62083,0.4,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457114.1,0.5,,,Vis.,BNW,B,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457114.2903,0.7,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457114.29861,0.33,,,Vis.,RJOC,,Alf Tau,Alf CMi,"web ""el cielo del me",Madrid (Spain),,,Z,,,,alf Ori,AAVSO,STD,,,,
2457114.3056,0.7,,,Vis.,DXAA,B,4,9,ALFCMI VS ALFTAU,UNAIDED EYE MOON AGE 13 DAYS,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457114.49236,0.50,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457115.1,0.4,,,Vis.,BNW,B,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457115.25486,0.32,,,Vis.,SGQ,B,alf CMi mv=0.37,beta Ori mv=0.13,Tirion2000.0/SIMBAD,"""Roma, San Pancrazio. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457116.29444,0.35,,,Vis.,SGQ,,Alf CMi mV=0.37,,Tirion2000.0/SIMBAD,"""Lanciano, S. Antonio. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457116.3,0.4,,,Vis.,SPAO,,05,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457116.3049,0.8,,,Vis.,DNO,,00,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457116.32,0.4,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457116.40625,0.0,,,Vis.,PMB,B,0.1,0.9,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457116.58472,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457116.63542,0.6,,,Vis.,BEB,BU,0.4,,10 STAR,"""Full moon, scattered clouds""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457117.5139,0.9,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457117.60347,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457118.62847,0.6,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457119.2826,0.432,0.014,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.75,Z,1.64,1.766,,ALF ORI,AAVSO,STD,,,,
2457119.29167,0.35,,,Vis.,SGQ,,Alf CMi mV=0.37,,Tirion2000.0/SIMBAD,"""Lanciano, Santa Croce. Naked eye with airmass correction. """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457119.3056,0.7,,,Vis.,DXAA,B,4,9,ALFCMI VS ALFTAU,UNAIDED EYE TWILIGHT,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457119.307,0.99,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457119.60417,0.5,,,Vis.,ATDA,B,05,11,D Levy p.61-Observin,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457120.2,0.6,,,Vis.,WPT,K,0.4,1.6,Astron Almanac,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457120.29167,0.32,,,Vis.,SGQ,,alf CMi mv=0.37,beta Ori mv=0.13,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457120.3,0.4,,,Vis.,SPAO,,05,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457120.314,0.90,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457120.6,0.6,,,Vis.,REP,,NA,,NA,,,,Z,,,,ALF ORI,AJC,STD,,,,
2457121.28542,0.2,,,Vis.,MVO,BL,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2457121.364,0.93,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457121.36458,0.2,,,Vis.,PMB,BU,0.1,0.9,10 star tutorial,only stars visible were 1st magnitude...light cloud cover and lots of light pollution from county fa,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457122.31736,0.33,,,Vis.,SGQ,,alf CMi mv=0.37,beta Ori mv=0.13,Tirion2000.0/SIMBAD,"""Roma, via Grazioli Lante. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457122.42361,0.7,,,Vis.,DMMA,,21,01,10-star tutorial,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457123.00347,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457123.26667,0.33,,,Vis.,SGQ,,alf CMi mv=0.37,beta Ori mv=0.13,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass corrections.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457123.3,0.25,,,Vis.,BNW,,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457123.31,0.6,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457123.59028,0.5,,,Vis.,SET,,0.1,0.9,yyy,,,,Z,,,,ALF ORI,,STD,,,,
2457123.60903,0.5,,,Vis.,MCOA,,04,09,10 Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457123.613,0.1,,,Vis.,BGZ,,04,01,14473OH,,,,Z,,,,alf Ori,,STD,,,,
2457123.63125,0.6,,,Vis.,BBA,,0.4,,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457123.64236,0.5,,,Vis.,BEB,,04,,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457124.28194,0.35,,,Vis.,SGQ,BU,alf CMi mv=0.37,beta Ori mv=0.13,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass corrections. """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457124.40625,0.6,,,Vis.,DMMA,,21,01,10-star tutorial,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457124.6,0.6,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457124.7820,-3.16,0.010,,J,KCD,,BETA ORI,,13650PT,STRONG WIND,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457124.7820,-4.089,0.025,,H,KCD,,BETA ORI,,13650PT,STRONG WIND,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457125.2,0.7,,,Vis.,SJQ,,04,10,999999,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457125.2931,0.392,0.042,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,2.04,Z,1.64,1.777,,ALF ORI,AAVSO,STD,,,,
2457125.2951,0.374,0.058,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,2.08,Z,1.64,1.791,,ALF ORI,AAVSO,STD,,,,
2457125.3160,0.6,,,Vis.,DXAA,B,4,9,ALFCMI VS ALFTAU,UNAIDED EYE TWILIGHT,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457125.320,1.02,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457125.5,0.7,,,Vis.,MOW,,05,12,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457125.52986,0.60,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457126.2451,0.7,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457126.29167,0.37,,,Vis.,SGQ,B,Alf CMi mV=0.37,Bet Ori mV=0.13,tirion2000.0/SIMBAD,"""Roma, Piazza San Pietro. naked eye with airmass correction. """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457126.32778,0.2,,,Vis.,MVO,L,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2457126.40764,0.4,,,Vis.,DMMA,,21,01,10-star tutorial,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457126.49306,0.55,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457126.65139,0.5,,,Vis.,BBA,,0.4,,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457127.26389,0.37,,,Vis.,SGQ,,Alf CMi mV=0.37,,Tirion2000.0/SIMBAD,"""Roma, Ponte Sant&#39;Angelo.&nbsp;Naked eye with airmass correction. """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457127.28125,0.37,,,Vis.,SGQ,B,Alf CMi mV=0.37,,Tirion2000.0/SIMBAD,"""Roma, Piazza San Pietro. naked eye with airmass correction. """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457127.2861,0.406,0.027,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,2.02,Z,1.64,1.701,,ALF ORI,AAVSO,STD,,,,
2457127.2882,0.307,0.024,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,2.05,Z,1.64,1.750,,ALF ORI,AAVSO,STD,,,,
2457128.2882,0.389,0.033,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,2.09,Z,1.64,1.756,,ALF ORI,AAVSO,STD,,,,
2457128.2903,0.379,0.015,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,2.12,Z,1.64,1.724,,ALF ORI,AAVSO,STD,,,,
2457128.31,0.6,,,Vis.,KTZ,,04,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457128.31250,0.37,,,Vis.,SGQ,,Alf CMi mV=0.37,,Tirion2000.0/SIMBAD,"""Roma, via della Giuliana. Naked eye with airmass correction. """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457129.51181,0.55,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457130.2,0.45,,,Vis.,BNBA,,075,13,STELLARIUM,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457130.55208,0.5,,,Vis.,BEB,,04,,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457131.27083,0.35,,,Vis.,SGQ,,Alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto&nbsp;Celere. Naked eye with airmass correction. """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457131.60208,0.4,,,Vis.,CKB,,05,09,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457131.7980,-3.176,0.005,,J,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457131.7980,-4.147,0.017,,H,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457132.26736,0.35,,,Vis.,SGQ,,Alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Piazza San Pietro.&nbsp;Naked eye with airmass correction. """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457132.331,0.79,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457133.31250,0.30,,,Vis.,SGQ,,Alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, IIS Caffè. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457133.3194,0.6,,,Vis.,DXAA,B,4,9,ALFCMI VS ALFTAU,UNAIDED EYE TWILIGHT,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457133.32,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457133.60764,0.6,,,Vis.,MCOA,,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457133.63611,0.3,,,Vis.,RCAB,BU,04,01,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457134.29167,0.30,,,Vis.,SGQ,,Alf CMi mv=0.37,,Tirion2000.0/ SIMBAD,"""Roma, IIS Caffè. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457134.58056,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457136.61458,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457137.31250,0.35,,,Vis.,SGQ,,Alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, viale Mazzini. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457137.6,0.8,,,Vis.,MOW,,05,17,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457137.95972,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457138.2,0.6,,,Vis.,SJQ,,04,10,999999,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457138.27569,0.35,,,Vis.,SGQ,,Alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
